Approach,RegEff-C,RegEff-CM,Ouroboros-C-S,RegEff-AW,BaseLine,CUDA,RegEff-CFM,RegEff-CF,Ouroboros-C-VL,Ouroboros-P-VL,Ouroboros-P-VA,Ouroboros-P-S,Gallatin,Ouroboros-C-VA
100,36.58536585365854,39.02439024390244,90.2439024390244,100.0,0.0,46.34146341463415,39.02439024390244,39.02439024390244,100.0,100.0,100.0,90.2439024390244,87.8048780487805,70.73170731707317
